frame,fps,particle_count
0,35.61576,0
1,23.769457,1
2,22.560526,1
3,22.379652,2
4,22.317743,2
5,22.46947,2
6,22.60227,2
7,22.869476,2
8,23.520159,2
9,24.114536,2
10,24.756596,2
11,25.48835,2
12,26.205097,2
13,26.950472,2
14,27.565723,2
15,27.791018,2
16,28.32025,2
17,29.052666,2
18,29.816406,2
19,30.613646,2
20,31.437963,2
21,32.187805,2
22,32.972893,2
23,32.402138,2
24,32.27799,2
25,32.899708,2
26,33.6357,2
27,34.379955,2
28,35.06526,2
29,35.866295,2
30,36.678543,2
31,37.36552,2
32,38.092518,2
33,38.867218,2
34,39.032707,2
35,38.534336,2
36,38.27765,2
37,38.04494,2
38,38.164246,2
39,38.624134,3
40,39.175846,3
41,39.862774,3
42,40.5397,3
43,41.231155,3
44,41.747143,3
45,42.372726,3
46,42.99433,3
47,43.54947,3
48,44.219635,3
49,44.811703,3
50,45.368423,3
51,45.77142,4
52,45.905148,4
53,46.09027,5
54,46.476063,5
55,46.874252,5
56,46.85399,5
57,47.014656,5
58,46.670868,5
59,46.247196,6
60,46.281475,6
61,46.448853,6
62,46.375877,6
63,46.549225,6
64,46.73198,6
65,46.590572,6
66,46.57773,6
67,46.77529,6
68,46.80224,6
69,46.95349,6
70,47.19296,6
71,47.23101,6
72,47.415554,6
73,47.53501,6
74,47.570282,6
75,47.61022,6
76,47.695892,6
77,47.705902,6
78,47.856018,6
79,48.032116,6
80,47.931755,6
81,48.109516,6
82,48.261925,6
83,48.19331,6
84,48.34384,6
85,48.363434,6
86,48.34637,6
87,48.52808,6
88,48.656693,6
89,48.68658,6
90,48.724693,6
91,48.72484,6
92,48.667953,6
93,48.841232,6
94,49.025616,6
95,48.910835,6
96,49.053482,6
97,49.193245,6
98,49.124084,6
99,49.230045,6
100,49.065613,6
101,48.962154,6
102,49.076412,6
103,48.937515,6
104,48.788277,6
105,48.89171,6
106,49.028454,6
107,49.010536,6
108,49.191505,6
109,49.28401,6
110,49.2809,6
111,49.4155,6
112,49.56008,6
113,49.543514,6
114,49.656475,6
115,49.739796,6
116,49.484093,6
117,49.558125,6
118,49.622833,6
119,49.29164,6
120,49.37453,6
121,49.470924,6
122,49.319374,6
123,49.41524,6
124,49.57335,6
125,49.447163,6
126,49.53005,6
127,49.57018,6
128,49.564884,6
129,49.651455,6
130,49.770473,6
131,49.659073,6
132,49.820644,6
133,49.932865,6
134,49.80645,6
135,49.950996,6
136,50.02518,6
137,49.947376,6
138,50.03965,6
139,49.639515,7
140,49.20033,7
141,48.88653,7
142,48.763515,7
143,48.496414,7
144,48.39658,7
145,48.32543,7
146,48.03678,7
147,47.98464,7
148,47.783684,7
149,47.67099,7
150,47.606407,7
151,47.185364,7
152,47.106472,7
153,47.04249,7
154,46.600533,7
155,46.49073,7
156,46.1928,7
157,46.228592,7
158,46.2312,7
159,46.06522,7
160,46.05603,7
161,46.101276,7
162,45.552505,8
163,45.281452,8
164,44.754353,8
165,44.52766,8
166,44.29881,8
167,43.902336,8
168,43.817703,8
169,43.485447,8
170,43.445618,8
171,43.42464,8
172,43.248688,8
173,43.2602,8
174,43.128487,8
175,43.127113,8
176,43.01791,8
177,42.82891,8
178,42.873672,8
179,42.71475,8
180,42.7152,8
181,42.5777,8
182,42.502594,8
183,42.47829,8
184,42.39151,8
185,42.42856,8
186,42.488743,8
187,42.38989,8
188,42.43872,8
189,42.342613,8
190,42.220047,8
191,42.23014,8
192,42.076576,8
193,42.14056,8
194,41.864727,8
195,41.854656,8
196,41.965954,8
197,41.96659,8
198,42.041687,8
199,41.912186,8
200,41.9877,8
201,42.068295,8
202,42.00591,8
203,42.0905,8
204,42.105556,8
205,42.198612,8
206,42.274715,8
207,42.20636,8
208,42.046444,9
209,41.808804,9
210,41.718555,9
211,41.49595,9
212,41.419674,9
213,41.088547,9
214,40.97793,9
215,40.865604,9
216,40.675606,9
217,40.6346,9
218,40.44382,9
219,40.38645,9
220,40.30832,9
221,40.264423,9
222,40.228924,9
223,40.01791,9
224,39.950897,9
225,39.68964,9
226,39.62876,9
227,39.470997,9
228,39.46556,9
229,39.25652,9
230,39.2901,9
231,39.28662,9
232,39.18652,9
233,39.159023,9
234,39.08033,9
235,39.12275,9
236,39.00339,9
237,39.011345,9
238,39.020317,9
239,38.978386,9
240,39.04368,9
241,38.970474,9
242,38.99874,9
243,38.90102,9
244,38.939983,9
245,38.778984,9
246,38.856583,9
247,38.868114,9
248,38.771004,9
249,38.84792,9
250,38.654793,9
251,38.62843,9
252,38.57784,9
253,38.646194,9
254,38.707554,9
255,38.56504,9
256,38.55476,9
257,38.473515,9
258,38.58051,9
259,38.471165,9
260,38.59248,9
